,P_mean,P_max,P_std,n_samples,day_of_week,hour,weekend,Baseline_Mean,Baseline_Max,ratio_mean,ratio_max,label_rel
2023-08-25 15:00:00+00:00,0.016884444444444445,0.74,0.07915233606805473,900,4,15,0,0.263564944566271,0.82,0.06406179878067587,0.9024390243902439,2
2023-08-25 15:15:00+00:00,0.00036666666666666667,0.291,0.00972154013533309,900,4,15,0,0.263564944566271,0.82,0.0013911814686511609,0.3548780487804878,2
2023-08-25 15:30:00+00:00,0.22659333333333334,1.779,0.17613600506515248,900,4,15,0,0.263564944566271,0.82,0.8597248534178965,2.169512195121951,0
2023-08-25 15:45:00+00:00,0.14557444444444445,0.275,0.05956701400177877,900,4,15,0,0.263564944566271,0.82,0.5523285529644519,0.3353658536585366,0
2023-08-25 16:00:00+00:00,0.04662333333333333,1.695,0.17360252541311388,900,4,16,0,0.6930129093765409,1.121102862442624,0.06727628403816797,1.5119040872904266,2
2023-08-25 16:15:00+00:00,0.03155444444444445,0.829,0.13183142373883414,900,4,16,0,0.6930129093765409,1.121102862442624,0.04553226068015378,0.7394504356128399,2
2023-08-25 16:30:00+00:00,0.2474288888888889,1.595,0.2554217443026587,900,4,16,0,0.6930129093765409,1.121102862442624,0.3570335927962507,1.422706206034354,0
2023-08-25 16:45:00+00:00,0.5308233333333333,2.245,0.555368365172597,900,4,16,0,0.6930129093765409,1.121102862442624,0.765964567400167,2.0024924341988246,0
2023-08-25 17:00:00+00:00,0.26768444444444445,2.026,0.384358663467694,900,4,17,0,0.838486451949219,1.445,0.31924719096195503,1.4020761245674738,0
2023-08-25 17:15:00+00:00,0.3839911111111111,0.63,0.025686046836777006,900,4,17,0,0.838486451949219,1.445,0.45795744250661624,0.43598615916955014,0
2023-08-25 17:30:00+00:00,0.19333777777777778,1.853,0.18409992485328436,900,4,17,0,0.838486451949219,1.445,0.23057948918354954,1.2823529411764705,0
2023-08-25 17:45:00+00:00,0.2790288888888889,0.369,0.035005755905047245,900,4,17,0,0.838486451949219,1.445,0.33277686030613124,0.25536332179930793,0
2023-08-25 18:00:00+00:00,0.8240511111111111,3.082,0.760941796625691,900,4,18,0,0.8422426816098814,1.6469999999999998,0.9784010346471654,1.8712811171827566,0
2023-08-25 18:15:00+00:00,0.46619000000000005,0.534,0.02208161900006592,900,4,18,0,0.8422426816098814,1.6469999999999998,0.5535103007471839,0.32422586520947183,0
2023-08-25 18:30:00+00:00,0.44033222222222224,2.012,0.16661863119049677,900,4,18,0,0.8422426816098814,1.6469999999999998,0.5228091995772067,1.2216150576806315,0
2023-08-25 18:45:00+00:00,0.4518988888888889,0.733,0.019667701027957788,900,4,18,0,0.8422426816098814,1.6469999999999998,0.5365423752036875,0.44505160898603524,0
2023-08-25 19:00:00+00:00,1.6530366666666667,2.626,0.30382314719581355,900,4,19,0,0.9448527777777778,1.8225,1.7495177085201399,1.440877914951989,0
2023-08-25 19:15:00+00:00,1.9262244444444445,2.95,0.15418773737297733,900,4,19,0,0.9448527777777778,1.8225,2.038650348231794,1.6186556927297668,0
